pair_id,band,paradigm,source_index,source_pair_id,prefix,suffix,good_verb,bad_verb,sentence_good,sentence_bad,good_whole_lp,good_verb_lp,good_suffix_lp,good_by_lp,good_n_scored_tokens,good_verb_tokens,bad_whole_lp,bad_verb_lp,bad_suffix_lp,bad_by_lp,bad_n_scored_tokens,bad_verb_tokens,whole_margin,verb_margin,suffix_margin,by_margin,correct
tail/passive_1/162,tail,passive_1,162,162,These hoarders weren't , by some stenosis.,lambasted,emigrated,These hoarders weren't lambasted by some stenosis.,These hoarders weren't emigrated by some stenosis.,-60.30298691987991,-14.486782550811768,-24.380778431892395,-1.4709299802780151,11,2,-71.35785120725632,-19.25037145614624,-30.672053813934326,-4.848487377166748,11,2,11.054864287376404,4.763588905334473,6.291275382041931,3.377557396888733,1
tail/passive_1/163,tail,passive_1,163,163,Every playmaker isn't , by the commoner.,christened,lingered,Every playmaker isn't christened by the commoner.,Every playmaker isn't lingered by the commoner.,-53.282527804374695,-12.886492371559143,-20.165431022644043,-2.6754086017608643,11,2,-55.95155061036348,-16.018721230328083,-19.70222496986389,-3.006920337677002,11,2,2.6690228059887886,3.13222885876894,-0.46320605278015137,0.3315117359161377,1
tail/passive_1/164,tail,passive_1,164,164,Objectors were , by those belles.,recast,feasted,Objectors were recast by those belles.,Objectors were feasted by those belles.,-52.21661138534546,-11.27356505393982,-28.480531454086304,-3.9887847900390625,9,2,-52.81127858161926,-17.095451831817627,-23.2533118724823,-2.657071352005005,9,2,0.5946671962738037,5.821886777877808,-5.227219581604004,-1.3317134380340576,1
tail/passive_1/165,tail,passive_1,165,165,The layover wasn't , by every dunce.,accorded,dwindled,The layover wasn't accorded by every dunce.,The layover wasn't dwindled by every dunce.,-64.78364622592926,-15.150091171264648,-28.455536901950836,-4.3155364990234375,10,1,-71.18706892430782,-20.852593898773193,-29.156456872820854,-3.204472541809082,12,3,6.403422698378563,5.702502727508545,0.700919970870018,-1.1110639572143555,1
tail/passive_1/166,tail,passive_1,166,166,Most romantics were , by every femininity.,excommunicated,languished,Most romantics were excommunicated by every femininity.,Most romantics were languished by every femininity.,-57.554233595728874,-11.480261370539665,-27.696472644805908,-2.6758980751037598,11,3,-58.22599267959595,-14.428273916244507,-25.42021918296814,-3.635730028152466,11,3,0.6717590838670731,2.9480125457048416,-2.2762534618377686,0.959831953048706,1
tail/passive_1/167,tail,passive_1,167,167,These madmen are , by the cartoonists.,insinuated,mutated,These madmen are insinuated by the cartoonists.,These madmen are mutated by the cartoonists.,-48.13009226322174,-15.143221616744995,-18.342898845672607,-2.807727336883545,11,3,-49.30448353290558,-12.85519790649414,-21.8053138256073,-2.042006492614746,9,1,1.174391269683838,-2.2880237102508545,3.4624149799346924,-0.7657208442687988,1
tail/passive_1/168,tail,passive_1,168,168,The Impressionists are , by a lot of underlings.,dammed,shuddered,The Impressionists are dammed by a lot of underlings.,The Impressionists are shuddered by a lot of underlings.,-57.44194443523884,-13.043997883796692,-27.355018451809883,-4.034907341003418,13,2,-63.282490238547325,-17.7455632686615,-28.493998870253563,-1.0678613185882568,13,2,5.840545803308487,4.701565384864807,1.1389804184436798,-2.967046022415161,1
tail/passive_1/169,tail,passive_1,169,169,Many ratepayers weren't , by some lech.,procured,waned,Many ratepayers weren't procured by some lech.,Many ratepayers weren't waned by some lech.,-61.9448813572526,-13.04420679807663,-24.893226385116577,-2.1002442836761475,12,2,-68.35850844532251,-19.531309127807617,-24.819751143455505,-1.9627710580825806,12,2,6.413627088069916,6.4871023297309875,-0.07347524166107178,-0.1374732255935669,1
tail/passive_1/170,tail,passive_1,170,170,All grantees were , by those shopkeepers.,disparaged,adhered,All grantees were disparaged by those shopkeepers.,All grantees were adhered by those shopkeepers.,-53.670876026153564,-13.505975008010864,-24.03779911994934,-1.5840516090393066,10,2,-58.254711627960205,-13.599194526672363,-28.528415203094482,-4.804257869720459,9,1,4.583835601806641,0.09321951866149902,4.490616083145142,3.2202062606811523,1
tail/passive_1/171,tail,passive_1,171,171,A lot of freemasons were , by marauders.,impeached,congregated,A lot of freemasons were impeached by marauders.,A lot of freemasons were congregated by marauders.,-54.958277970552444,-11.043008282780647,-19.51531821489334,-2.5511231422424316,13,2,-55.76437957584858,-10.122074723243713,-21.24235337972641,-4.929266929626465,13,2,0.806101605296135,-0.9209335595369339,1.7270351648330688,2.378143787384033,1
tail/passive_1/172,tail,passive_1,172,172,Some subclass was , by this snore.,scooped,diverged,Some subclass was scooped by this snore.,Some subclass was diverged by this snore.,-55.93560171127319,-13.81800365447998,-23.033016681671143,-2.3741025924682617,9,2,-59.41384494304657,-14.515943765640259,-25.81331980228424,-3.7487916946411133,9,2,3.4782432317733765,0.6979401111602783,2.780303120613098,1.3746891021728516,1
tail/passive_1/173,tail,passive_1,173,173,Many cosmonauts are , by a pappy.,retracted,seeped,Many cosmonauts are retracted by a pappy.,Many cosmonauts are seeped by a pappy.,-63.37586625665426,-17.130765914916992,-27.950040102005005,-3.8492839336395264,12,2,-64.00878300145268,-18.375937040895224,-27.337785720825195,-5.609436511993408,13,3,0.6329167447984219,1.2451711259782314,-0.6122543811798096,1.7601525783538818,1
tail/passive_1/174,tail,passive_1,174,174,Many heresies are , by this bhai.,patched,flopped,Many heresies are patched by this bhai.,Many heresies are flopped by this bhai.,-55.99991685152054,-10.838115215301514,-29.77961277961731,-4.741269588470459,11,2,-57.334998309612274,-14.80521035194397,-27.14759910106659,-2.5177226066589355,11,2,1.3350814580917358,3.967095136642456,-2.63201367855072,-2.2235469818115234,1
tail/passive_1/175,tail,passive_1,175,175,Sceptics are , by these compatriots.,confided,shivered,Sceptics are confided by these compatriots.,Sceptics are shivered by these compatriots.,-55.542902800720185,-18.368577003479004,-24.03395751444623,-3.359473705291748,11,2,-52.756128100445494,-16.034745693206787,-23.581014124443755,-1.5031856298446655,11,2,-2.786774700274691,-2.333831310272217,-0.4529433900024742,-1.8562880754470825,0
tail/passive_1/176,tail,passive_1,176,176,A dispersion was , by every bogeyman.,abetted,congregated,A dispersion was abetted by every bogeyman.,A dispersion was congregated by every bogeyman.,-58.885786700993776,-14.547874927520752,-26.593107391148806,-0.3346988558769226,10,2,-63.75621575862169,-15.721614725887775,-30.2897966504097,-2.613593339920044,10,2,4.870429057627916,1.1737397983670235,3.696689259260893,2.2788944840431213,1
tail/passive_1/177,tail,passive_1,177,177,Many dynasties aren't , by every vasectomy.,bronzed,blushed,Many dynasties aren't bronzed by every vasectomy.,Many dynasties aren't blushed by every vasectomy.,-60.6175482403487,-14.470079898834229,-25.171920120716095,-2.0637738704681396,13,2,-61.83125324361026,-16.862793922424316,-23.992911100387573,-1.357832670211792,13,2,1.2137050032615662,2.392714023590088,-1.1790090203285217,-0.7059412002563477,1
tail/passive_1/178,tail,passive_1,178,178,Some misbehavior wasn't , by foodies.,quashed,flopped,Some misbehavior wasn't quashed by foodies.,Some misbehavior wasn't flopped by foodies.,-56.08861881494522,-12.627710103988647,-19.62693178653717,-2.1017379760742188,10,2,-59.764674723148346,-17.330095052719116,-18.600602746009827,-2.8440141677856445,10,2,3.676055908203125,4.702384948730469,-1.0263290405273438,0.7422761917114258,1
tail/passive_1/179,tail,passive_1,179,179,Some charlatans are , by musketeers.,impregnated,seeped,Some charlatans are impregnated by musketeers.,Some charlatans are seeped by musketeers.,-53.33971162419766,-13.640166580677032,-21.70074104052037,-2.393925189971924,12,2,-57.56397059932351,-12.920151799917221,-26.64501479640603,-7.438292503356934,13,3,4.224258975125849,-0.7200147807598114,4.944273755885661,5.04436731338501,1
tail/passive_1/180,tail,passive_1,180,180,Many parliamentarians were , by every prankster.,excised,peed,Many parliamentarians were excised by every prankster.,Many parliamentarians were peed by every prankster.,-60.55460599064827,-14.731441497802734,-28.1137056350708,-3.7182703018188477,10,1,-60.60644128918648,-17.375056266784668,-25.521926164627075,-4.621668338775635,11,2,0.05183529853820801,2.6436147689819336,-2.5917794704437256,0.9033980369567871,1
tail/passive_1/181,tail,passive_1,181,181,Every paratrooper was , by imbeciles.,assailed,dined,Every paratrooper was assailed by imbeciles.,Every paratrooper was dined by imbeciles.,-44.96015566587448,-10.731559038162231,-16.538012206554413,-0.5840833783149719,11,2,-53.14022994041443,-15.603232383728027,-19.846413135528564,-2.5793161392211914,11,2,8.180074274539948,4.871673345565796,3.3084009289741516,1.9952327609062195,1
tail/passive_1/182,tail,passive_1,182,182,Some railroading wasn't , by all herdsmen.,dolled,persevered,Some railroading wasn't dolled by all herdsmen.,Some railroading wasn't persevered by all herdsmen.,-66.3343950137496,-15.89392352104187,-27.076438546180725,-6.060920238494873,12,2,-62.331741474568844,-16.468660831451416,-22.499047696590424,-3.3163723945617676,13,3,-4.002653539180756,0.5747373104095459,-4.5773908495903015,-2.7445478439331055,0
tail/passive_1/183,tail,passive_1,183,183,That aristocrat is , by many adventurers.,blurted,blossomed,That aristocrat is blurted by many adventurers.,That aristocrat is blossomed by many adventurers.,-56.52543407306075,-14.882433123886585,-23.343822348862886,-4.474552631378174,11,3,-56.1687048971653,-15.741057634353638,-22.12846866250038,-3.2778332233428955,10,2,-0.3567291758954525,0.8586245104670525,-1.215353686362505,-1.1967194080352783,0
tail/passive_1/184,tail,passive_1,184,184,Those swingers weren't , by editorials.,hoarded,branched,Those swingers weren't hoarded by editorials.,Those swingers weren't branched by editorials.,-55.73070812225342,-15.468086242675781,-19.163298547267914,-2.589724063873291,10,2,-56.04381114244461,-15.07264518737793,-19.871842622756958,-4.688283443450928,9,1,0.3131030201911926,-0.39544105529785156,0.7085440754890442,2.0985593795776367,1
tail/passive_1/185,tail,passive_1,185,185,A lot of dorks aren't , by every hombre.,encrusted,proliferated,A lot of dorks aren't encrusted by every hombre.,A lot of dorks aren't proliferated by every hombre.,-71.54897401481867,-16.86892744153738,-28.532292127609253,-3.613278865814209,14,3,-69.31821085512638,-17.563549995422363,-25.606906414031982,-1.7298972606658936,13,2,-2.2307631596922874,0.6946225538849831,-2.9253857135772705,-1.8833816051483154,0
tail/passive_1/186,tail,passive_1,186,186,Those sophomores weren't , by the salesmen.,liquidated,lurked,Those sophomores weren't liquidated by the salesmen.,Those sophomores weren't lurked by the salesmen.,-56.311499401926994,-14.455231934785843,-19.409337401390076,-3.496299982070923,12,2,-61.50063098967075,-17.495426177978516,-21.558274745941162,-3.3729662895202637,12,2,5.189131587743759,3.0401942431926727,2.1489373445510864,-0.12333369255065918,1
tail/passive_1/187,tail,passive_1,187,187,Some victors are , by this talker.,appropriated,flirted,Some victors are appropriated by this talker.,Some victors are flirted by this talker.,-53.50659883022308,-13.001415610313416,-24.6110759973526,-1.5890909433364868,10,2,-60.28276026248932,-16.57914900779724,-27.80950403213501,-5.8522820472717285,11,3,6.776161432266235,3.5777333974838257,3.1984280347824097,4.263191103935242,1
tail/passive_1/188,tail,passive_1,188,188,That conservationist is , by some homemaker.,drummed,mused,That conservationist is drummed by some homemaker.,That conservationist is mused by some homemaker.,-62.97575891017914,-13.053779006004333,-28.409082412719727,-5.304445266723633,10,2,-65.15693235397339,-16.88072919845581,-26.7633056640625,-3.5008134841918945,10,2,2.1811734437942505,3.826950192451477,-1.6457767486572266,-1.8036317825317383,1
tail/passive_1/189,tail,passive_1,189,189,All optimists are , by the shamans.,foretold,reeled,All optimists are foretold by the shamans.,All optimists are reeled by the shamans.,-46.02289229631424,-12.741016864776611,-16.294327318668365,-2.284188747406006,10,2,-52.236437261104584,-13.960031509399414,-21.288857638835907,-3.812991142272949,10,2,6.213544964790344,1.2190146446228027,4.9945303201675415,1.5288023948669434,1
tail/passive_1/190,tail,passive_1,190,190,Petitioners aren't , by some zany.,abbreviated,retaliated,Petitioners aren't abbreviated by some zany.,Petitioners aren't retaliated by some zany.,-54.56844866275787,-14.813272476196289,-26.02530872821808,-2.8592076301574707,9,1,-59.07680755853653,-13.440646588802338,-31.906293511390686,-6.8606038093566895,10,2,4.508358895778656,-1.3726258873939514,5.880984783172607,4.001396179199219,1
tail/passive_1/191,tail,passive_1,191,191,Some pollsters aren't , by this technologist.,chastised,raged,Some pollsters aren't chastised by this technologist.,Some pollsters aren't raged by this technologist.,-58.259478986263275,-11.941700041294098,-25.823285341262817,-2.3076491355895996,11,2,-65.7669826745987,-18.344024658203125,-26.92846441268921,-3.1594128608703613,11,2,7.507503688335419,6.402324616909027,1.1051790714263916,0.8517637252807617,1
tail/passive_1/192,tail,passive_1,192,192,These freedmen aren't , by some marshmallows.,slandered,stagnated,These freedmen aren't slandered by some marshmallows.,These freedmen aren't stagnated by some marshmallows.,-66.34819553047419,-12.658615283668041,-27.244865655899048,-2.029223680496216,13,3,-72.95594076812267,-15.966516971588135,-30.54470920562744,-4.097254276275635,12,2,6.607745237648487,3.3079016879200935,3.2998435497283936,2.068030595779419,1
tail/passive_1/193,tail,passive_1,193,193,Every hypertensive is , by achievers.,supplanted,lurked,Every hypertensive is supplanted by achievers.,Every hypertensive is lurked by achievers.,-46.52135419845581,-14.763727381825447,-14.925651833415031,-0.3016532063484192,8,2,-57.436789110302925,-19.777886390686035,-20.826927736401558,-3.819735527038574,8,2,10.915434911847115,5.014159008860588,5.9012759029865265,3.518082320690155,1
tail/passive_1/194,tail,passive_1,194,194,These messengers aren't , by a lot of gents.,goaded,languished,These messengers aren't goaded by a lot of gents.,These messengers aren't languished by a lot of gents.,-57.28690582886338,-13.281145572662354,-25.513182196766138,-0.9198276400566101,13,2,-63.495653972029686,-17.10196280479431,-27.901113107800484,-3.9114413261413574,14,3,6.208748143166304,3.820817232131958,2.3879309110343456,2.9916136860847473,1
tail/passive_1/195,tail,passive_1,195,195,This gild was , by the grownup.,reassigned,bargained,This gild was reassigned by the grownup.,This gild was bargained by the grownup.,-61.98847949504852,-12.70523875951767,-26.10290378332138,-2.9088387489318848,10,2,-60.50311417505145,-12.587972473353148,-24.73480474948883,-2.348276138305664,10,2,-1.4853653199970722,-0.11726628616452217,-1.36809903383255,-0.5605626106262207,0
tail/passive_1/196,tail,passive_1,196,196,The stragglers weren't , by couriers.,inundated,languished,The stragglers weren't inundated by couriers.,The stragglers weren't languished by couriers.,-51.89675725135021,-14.545988082885742,-16.321419537067413,-1.8053264617919922,13,3,-60.340264624683186,-20.371050357818604,-18.93986463546753,-4.074020862579346,13,3,8.443507373332977,5.825062274932861,2.618445098400116,2.2686944007873535,1
tail/passive_1/197,tail,passive_1,197,197,A lot of libtards weren't , by that reformist.,gagged,crowed,A lot of libtards weren't gagged by that reformist.,A lot of libtards weren't crowed by that reformist.,-69.06265287101269,-10.59635615348816,-25.962280750274658,-2.778571128845215,14,2,-78.48324279487133,-18.692313194274902,-27.286913633346558,-4.206987380981445,14,2,9.420589923858643,8.095957040786743,1.3246328830718994,1.4284162521362305,1
tail/passive_1/198,tail,passive_1,198,198,Every typist was , by all rescuers.,engendered,decayed,Every typist was engendered by all rescuers.,Every typist was decayed by all rescuers.,-60.433540061931126,-16.41169834136963,-26.199748949031346,-1.310192346572876,11,2,-62.05385819450021,-16.3716861307621,-27.860079292207956,-2.5086355209350586,11,2,1.620318132569082,-0.040012210607528687,1.6603303431766108,1.1984431743621826,1
tail/passive_1/199,tail,passive_1,199,199,Some specializations weren't , by that necromancer.,promulgated,disapproved,Some specializations weren't promulgated by that necromancer.,Some specializations weren't disapproved by that necromancer.,-60.08324366109446,-12.058755211997777,-24.507765114307404,-2.9551262855529785,12,2,-62.87415751814842,-13.566385716199875,-25.79104846715927,-4.045333385467529,12,2,2.7909138570539653,1.5076305042020977,1.2832833528518677,1.0902070999145508,1
tail/passive_1/200,tail,passive_1,200,200,A lot of fabrications weren't , by the bruiser.,voided,thrived,A lot of fabrications weren't voided by the bruiser.,A lot of fabrications weren't thrived by the bruiser.,-65.63454647362232,-12.290397882461548,-21.087181329727173,-2.2213661670684814,13,2,-70.33336539566517,-16.159252166748047,-21.91714596748352,-3.024315595626831,13,2,4.698818922042847,3.868854284286499,0.8299646377563477,0.8029494285583496,1
tail/passive_1/201,tail,passive_1,201,201,A lot of blotches aren't , by some admirers.,disfigured,mused,A lot of blotches aren't disfigured by some admirers.,A lot of blotches aren't mused by some admirers.,-68.7287997752428,-9.881975591182709,-25.883448481559753,-2.1090049743652344,14,3,-72.66863967478275,-15.48336410522461,-24.2218998670578,-5.383917808532715,13,2,3.9398398995399475,5.601388514041901,-1.6615486145019531,3.2749128341674805,1
tail/passive_1/202,tail,passive_1,202,202,Some taxon is , by every undersecretary.,adjudged,slumped,Some taxon is adjudged by every undersecretary.,Some taxon is slumped by every undersecretary.,-61.89402968529612,-13.542732000350952,-30.99642784241587,-3.468930721282959,11,2,-63.2489633965306,-14.317521572113037,-31.576571981888264,-3.9896514415740967,11,2,1.3549337112344801,0.774789571762085,0.5801441394723952,0.5207207202911377,1
tail/passive_1/203,tail,passive_1,203,203,Every merman wasn't , by a ventriloquist.,circumcised,thrived,Every merman wasn't circumcised by a ventriloquist.,Every merman wasn't thrived by a ventriloquist.,-50.26918561034836,-9.996970766223967,-18.57717166771181,-4.017888069152832,14,3,-56.759293019305915,-16.71410894393921,-18.350140898954123,-2.3096518516540527,13,2,6.490107408957556,6.717138177715242,-0.22703076875768602,-1.7082362174987793,1
tail/passive_1/204,tail,passive_1,204,204,Those innocents aren't , by crawlers.,professed,diverged,Those innocents aren't professed by crawlers.,Those innocents aren't diverged by crawlers.,-55.55150005221367,-15.714371681213379,-20.42869406938553,-3.9449617862701416,10,2,-60.50671383738518,-20.997501850128174,-20.100777685642242,-3.634833812713623,10,2,4.955213785171509,5.283130168914795,-0.32791638374328613,-0.31012797355651855,1
tail/passive_1/205,tail,passive_1,205,205,Every coder wasn't , by a speculator.,calibrated,gushed,Every coder wasn't calibrated by a speculator.,Every coder wasn't gushed by a speculator.,-56.28797036409378,-12.438680648803711,-21.862412214279175,-4.358840465545654,10,1,-61.16520148515701,-17.232346534729004,-21.945977449417114,-3.6352226734161377,11,2,4.877231121063232,4.793665885925293,0.08356523513793945,-0.7236177921295166,1
tail/passive_1/206,tail,passive_1,206,206,Most looters aren't , by every biographer.,exhumed,interacted,Most looters aren't exhumed by every biographer.,Most looters aren't interacted by every biographer.,-59.38326250016689,-14.631799206137657,-22.671590447425842,-3.6662890911102295,12,3,-63.71652665734291,-14.843827277421951,-26.792826533317566,-5.189899444580078,11,2,4.333264157176018,0.21202807128429413,4.121236085891724,1.5236103534698486,1
tail/passive_1/207,tail,passive_1,207,207,Those pensioners were , by the frills.,procured,dwindled,Those pensioners were procured by the frills.,Those pensioners were dwindled by the frills.,-48.099755227565765,-12.19287657737732,-20.787986278533936,-1.285231351852417,10,2,-50.54477971792221,-15.014397621154785,-20.411489725112915,-3.014535427093506,11,3,2.4450244903564453,2.821521043777466,-0.3764965534210205,1.7293040752410889,1
tail/passive_1/208,tail,passive_1,208,208,The overturns are , by some pessimist.,annihilated,persevered,The overturns are annihilated by some pessimist.,The overturns are persevered by some pessimist.,-58.27643212676048,-14.899457782506943,-23.675781726837158,-0.9379541873931885,10,2,-62.30251944065094,-18.00262701511383,-24.598699808120728,-2.4844961166381836,11,3,4.026087313890457,3.103169232606888,0.9229180812835693,1.5465419292449951,1
tail/passive_1/209,tail,passive_1,209,209,This prater wasn't , by some bolshevik.,elbowed,sinned,This prater wasn't elbowed by some bolshevik.,This prater wasn't sinned by some bolshevik.,-65.08723863959312,-14.462447881698608,-24.161118775606155,-2.8043603897094727,13,2,-64.09976227581501,-13.865036010742188,-23.771054282784462,-2.926603317260742,13,2,-0.9874763637781143,-0.5974118709564209,-0.3900644928216934,0.12224292755126953,0
tail/passive_1/210,tail,passive_1,210,210,Those soloists are , by a plotter.,galvanized,decayed,Those soloists are galvanized by a plotter.,Those soloists are decayed by a plotter.,-54.35646590590477,-11.670381337404251,-24.44329935312271,-0.7695291638374329,11,3,-56.97091377153993,-15.931397560983896,-22.796730995178223,-2.7222378253936768,10,2,2.6144478656351566,4.261016223579645,-1.6465683579444885,1.952708661556244,1
tail/passive_1/211,tail,passive_1,211,211,The carpenters were , by a keyboardist.,lambasted,raved,The carpenters were lambasted by a keyboardist.,The carpenters were raved by a keyboardist.,-53.814012199640274,-15.33578622341156,-22.333467721939087,-1.1255757808685303,11,2,-56.854929119348526,-15.646199226379395,-25.063971638679504,-3.697643995285034,11,2,3.040916919708252,0.3104130029678345,2.7305039167404175,2.572068214416504,1
tail/passive_1/212,tail,passive_1,212,212,Those nips weren't , by some beekeeper.,soiled,mutated,Those nips weren't soiled by some beekeeper.,Those nips weren't mutated by some beekeeper.,-56.987740620970726,-12.40782380104065,-25.018206477165222,-1.9146696329116821,11,2,-53.16881953179836,-11.77704906463623,-21.830060124397278,-1.8145209550857544,10,1,-3.8189210891723633,-0.630774736404419,-3.1881463527679443,-0.10014867782592773,0
tail/passive_1/213,tail,passive_1,213,213,The soph was , by a flanker.,defamed,receded,The soph was defamed by a flanker.,The soph was receded by a flanker.,-52.72291934490204,-12.258406639099121,-20.12854564189911,-1.6128875017166138,9,2,-54.12194561958313,-15.283377170562744,-18.502601385116577,-3.2495663166046143,10,3,1.3990262746810913,3.024970531463623,-1.6259442567825317,1.6366788148880005,1
tail/passive_1/214,tail,passive_1,214,214,A dysplasia wasn't , by the crone.,snubbed,languished,A dysplasia wasn't snubbed by the crone.,A dysplasia wasn't languished by the crone.,-58.51640713214874,-16.161480009555817,-17.440691113471985,-2.3295350074768066,11,3,-66.22711628675461,-19.55355453491211,-21.759325742721558,-4.832706928253174,11,3,7.7107091546058655,3.3920745253562927,4.318634629249573,2.503171920776367,1
tail/passive_1/215,tail,passive_1,215,215,Some interpreters aren't , by the tabby.,donned,swelled,Some interpreters aren't donned by the tabby.,Some interpreters aren't swelled by the tabby.,-58.8061834173277,-16.029613971710205,-22.39442491531372,-4.201051712036133,11,2,-62.36851604748517,-16.151508331298828,-25.83486318588257,-2.789560317993164,11,2,3.5623326301574707,0.12189435958862305,3.4404382705688477,-1.4114913940429688,1
tail/passive_1/216,tail,passive_1,216,216,All grandfathers of some drudge weren't , by that despot.,misdirected,dwelt,All grandfathers of some drudge weren't misdirected by that despot.,All grandfathers of some drudge weren't dwelt by that despot.,-82.0790703445673,-15.566648960113525,-19.619608283042908,-2.8405861854553223,15,2,-82.87641550600529,-13.893178462982178,-22.090423941612244,-5.3286309242248535,15,2,0.7973451614379883,-1.6734704971313477,2.470815658569336,2.4880447387695312,1
tail/passive_1/217,tail,passive_1,217,217,Laymen aren't , by every signage.,perpetuated,diverged,Laymen aren't perpetuated by every signage.,Laymen aren't diverged by every signage.,-63.17031639814377,-15.933680057525635,-25.990979969501495,-0.9246588349342346,11,2,-71.02510607242584,-18.55736207962036,-31.222087621688843,-4.096409320831299,11,2,7.854789674282074,2.6236820220947266,5.231107652187347,3.171750485897064,1
tail/passive_1/218,tail,passive_1,218,218,Many moderators are , by an appointee.,galvanized,sympathized,Many moderators are galvanized by an appointee.,Many moderators are sympathized by an appointee.,-48.00883610593155,-13.325027406215668,-21.00055019604042,-0.7523310780525208,12,3,-51.65044413600117,-14.331810474395752,-23.635375157929957,-2.7444233894348145,11,2,3.6416080300696194,1.0067830681800842,2.634824961889535,1.9920923113822937,1
tail/passive_1/219,tail,passive_1,219,219,Many aristocrats are , by some arbiter.,perfumed,lurked,Many aristocrats are perfumed by some arbiter.,Many aristocrats are lurked by some arbiter.,-52.356334924697876,-12.782028675079346,-23.626132011413574,-2.876127243041992,10,2,-56.931538105010986,-16.267322540283203,-24.716041326522827,-4.475735187530518,10,2,4.57520318031311,3.4852938652038574,1.089909315109253,1.5996079444885254,1
tail/passive_1/220,tail,passive_1,220,220,Some vegans weren't , by that plausibility.,plied,flopped,Some vegans weren't plied by that plausibility.,Some vegans weren't flopped by that plausibility.,-63.363370567560196,-15.362646102905273,-28.48408079147339,-5.566902160644531,12,2,-56.09794542193413,-14.757325172424316,-21.823976576328278,-2.099437952041626,12,2,-7.265425145626068,-0.605320930480957,-6.660104215145111,-3.4674642086029053,0
tail/passive_1/221,tail,passive_1,221,221,That incurable was , by that diaphragm.,confided,dwindled,That incurable was confided by that diaphragm.,That incurable was dwindled by that diaphragm.,-60.48808026313782,-13.378566265106201,-25.09222102165222,-3.61989426612854,9,2,-62.19217503070831,-15.292042016983032,-24.882840037345886,-3.273404359817505,10,3,1.7040947675704956,1.913475751876831,-0.20938098430633545,-0.34648990631103516,1
tail/passive_1/222,tail,passive_1,222,222,Most payers aren't , by some confidant.,furthered,colluded,Most payers aren't furthered by some confidant.,Most payers aren't colluded by some confidant.,-66.39811009168625,-19.934846878051758,-25.968079268932343,-0.5809997916221619,13,3,-59.875988721847534,-15.164018630981445,-24.21678614616394,-3.544994354248047,12,2,-6.522121369838715,-4.7708282470703125,-1.751293122768402,2.963994562625885,0
tail/passive_1/223,tail,passive_1,223,223,That hick was , by the passers.,roofed,mused,That hick was roofed by the passers.,That hick was mused by the passers.,-51.19275951385498,-13.702868580818176,-20.58429253101349,-4.150062561035156,10,2,-51.1740203499794,-14.472118854522705,-19.79630309343338,-5.396524429321289,10,2,-0.018739163875579834,0.7692502737045288,-0.7879894375801086,1.2464618682861328,0
tail/passive_1/224,tail,passive_1,224,224,Many proprietors are , by these aggressors.,brained,diverged,Many proprietors are brained by these aggressors.,Many proprietors are diverged by these aggressors.,-55.049732349812984,-16.95499897003174,-21.600871086120605,-2.550842523574829,10,2,-60.726012013852596,-20.260445594787598,-23.971704125404358,-3.3759970664978027,10,2,5.676279664039612,3.3054466247558594,2.3708330392837524,0.8251545429229736,1
tail/passive_1/225,tail,passive_1,225,225,This chiller was , by the millers.,exhumed,sinned,This chiller was exhumed by the millers.,This chiller was sinned by the millers.,-49.423688603099436,-14.0397071368061,-18.869327783584595,-2.608017921447754,11,3,-52.42774713039398,-16.65203285217285,-19.26106059551239,-3.420055866241455,10,2,3.0040585272945464,2.612325715366751,0.3917328119277954,0.8120379447937012,1
tail/passive_1/226,tail,passive_1,226,226,Many outcasts are , by that railroading.,commemorated,fluctuated,Many outcasts are commemorated by that railroading.,Many outcasts are fluctuated by that railroading.,-55.18812735192478,-10.068245841190219,-28.543399930000305,-2.2271676063537598,11,2,-64.5628981590271,-20.848613739013672,-27.137802839279175,-1.9190889596939087,11,2,9.374770807102323,10.780367897823453,-1.4055970907211304,-0.3080786466598511,1
tail/passive_1/227,tail,passive_1,227,227,Some dabs are , by Jodi.,impeded,adhered,Some dabs are impeded by Jodi.,Some dabs are adhered by Jodi.,-54.589801013469696,-13.914775371551514,-22.29343956708908,-0.4299904704093933,9,2,-52.79133939743042,-11.339056015014648,-23.07069730758667,-3.9301598072052,8,1,-1.7984616160392761,-2.5757193565368652,0.7772577404975891,3.500169336795807,0
tail/passive_1/228,tail,passive_1,228,228,A trailblazer wasn't , by a zoologist.,beheld,glowed,A trailblazer wasn't beheld by a zoologist.,A trailblazer wasn't glowed by a zoologist.,-54.636232420802116,-15.116606712341309,-17.202511072158813,-2.4410698413848877,12,2,-62.491621658205986,-17.540001392364502,-22.63450562953949,-1.6923243999481201,12,2,7.85538923740387,2.4233946800231934,5.431994557380676,-0.7487454414367676,1
tail/passive_1/229,tail,passive_1,229,229,Some tradesman is , by these axioms.,overloaded,lapsed,Some tradesman is overloaded by these axioms.,Some tradesman is lapsed by these axioms.,-52.40818710625172,-11.951222896575928,-21.146385863423347,-3.5890636444091797,10,2,-58.809591464698315,-15.993335723876953,-23.50567739456892,-4.697946548461914,10,2,6.401404358446598,4.042112827301025,2.3592915311455727,1.1088829040527344,1
